Index,Prime,Prime_Diff,Prime_Density
10779,113899,8.0,10.566750162352722
10780,113903,4.0,10.566141001855287
10781,113909,6.0,10.565717465912254
10782,113921,12.0,10.565850491560008
10783,113933,12.0,10.565983492534546
10784,113947,14.0,10.566301928783382
10785,113957,10.0,10.566249420491424
10786,113963,6.0,10.56582607083256
10787,113969,6.0,10.565402799666264
10788,113983,14.0,10.565721171672228
10789,113989,6.0,10.565297988692187
10790,114001,12.0,10.565430954587582
10791,114013,12.0,10.565563895839125
10792,114031,18.0,10.566252779836915
10793,114041,10.0,10.566200315018994
10794,114043,2.0,10.565406707430054
10795,114067,24.0,10.566651227420103
10796,114073,6.0,10.56622823267877
10797,114077,4.0,10.565620079651755
10798,114083,6.0,10.56519725875162
10799,114089,6.0,10.564774516158904
10800,114113,24.0,10.566018518518518
10801,114143,30.0,10.567817794648644
10802,114157,14.0,10.568135530457322
10803,114161,4.0,10.567527538646672
10804,114167,6.0,10.567104776008886
10805,114193,26.0,10.568533086534012
10806,114197,4.0,10.567925226725894
10807,114199,2.0,10.567132414175997
10808,114203,4.0,10.566524796447077
10809,114217,14.0,10.566842446109723
10810,114221,4.0,10.566234967622572
10811,114229,8.0,10.565997595042086
10812,114259,30.0,10.56779504254532
10813,114269,10.0,10.567742532137242
10814,114277,8.0,10.56750508599963
10815,114281,4.0,10.566897827092001
10816,114299,18.0,10.567585059171599
10817,114311,12.0,10.567717481741703
10818,114319,8.0,10.567480125716399
10819,114329,10.0,10.567427673537296
10820,114343,14.0,10.567744916820702
10821,114371,28.0,10.569355882081139
10822,114377,6.0,10.568933653668454
10823,114407,30.0,10.570729003049061
10824,114419,12.0,10.570861049519586
10825,114451,32.0,10.57284064665127
10826,114467,16.0,10.573341954553852
10827,114473,6.0,10.572919552969429
10828,114479,6.0,10.572497229405245
10829,114487,8.0,10.572259673100008
10830,114493,6.0,10.571837488457987
10831,114547,54.0,10.575847105530421
10832,114553,6.0,10.575424667651403
10833,114571,18.0,10.576110034154897
10834,114577,6.0,10.575687649990769
10835,114593,16.0,10.57618827872635
10836,114599,6.0,10.57576596530085
10837,114601,2.0,10.574974623973425
10838,114613,12.0,10.575106108138034
10839,114617,4.0,10.574499492573116
10840,114641,24.0,10.575738007380075
10841,114643,2.0,10.57494696061249
10842,114649,6.0,10.574524995388305
10843,114659,10.0,10.57447200959144
10844,114661,2.0,10.57368129841387
10845,114671,10.0,10.573628400184417
10846,114679,8.0,10.573391111930666
10847,114689,10.0,10.573338250207431
10848,114691,2.0,10.572547935103245
10849,114713,22.0,10.573601253571757
10850,114743,30.0,10.575391705069125
10851,114749,6.0,10.574970048843424
10852,114757,8.0,10.574732768153336
10853,114761,4.0,10.57412696950152
10854,114769,8.0,10.573889810208218
10855,114773,4.0,10.57328420082911
10856,114781,8.0,10.573047162859249
10857,114797,16.0,10.57354702035553
10858,114799,2.0,10.572757413888377
10859,114809,10.0,10.572704668938208
10860,114827,18.0,10.573388581952118
10861,114833,6.0,10.57296749838873
10862,114847,14.0,10.57328300497146
10863,114859,12.0,10.573414342262726
10864,114883,24.0,10.574650220913108
10865,114889,6.0,10.574229176254027
10866,114901,12.0,10.574360390207989
10867,114913,12.0,10.574491580012882
10868,114941,28.0,10.576094957673906
10869,114967,26.0,10.577514030729597
10870,114973,6.0,10.577092916283348
10871,114997,24.0,10.578327660748782
10872,115001,4.0,10.577722590139809
10873,115013,12.0,10.577853398326129
10874,115019,6.0,10.577432407577708
10875,115021,2.0,10.57664367816092
10876,115057,36.0,10.578981243104081
10877,115061,4.0,10.578376390548865
10878,115067,6.0,10.577955506526935
10879,115079,12.0,10.578086221160033
10880,115099,20.0,10.578952205882352
10881,115117,18.0,10.579634224795516
10882,115123,6.0,10.579213379893401
10883,115127,4.0,10.578608839474409
10884,115133,6.0,10.5781881661154
10885,115151,18.0,10.578870004593478
10886,115153,2.0,10.578081940106559
10887,115163,10.0,10.578028841737853
10888,115183,20.0,10.578894195444526
10889,115201,18.0,10.579575718615116
10890,115211,10.0,10.579522497704316
10891,115223,12.0,10.579652924433018
10892,115237,14.0,10.579966948218877
10893,115249,12.0,10.58009731019921
10894,115259,10.0,10.580044060950982
10895,115279,20.0,10.580908673703533
10896,115301,22.0,10.581956681350954
10897,115303,2.0,10.581169129118106
10898,115309,6.0,10.580748761240594
10899,115319,10.0,10.580695476649234
10900,115321,2.0,10.579908256880733
10901,115327,6.0,10.579488120355931
10902,115331,4.0,10.578884608328748
10903,115337,6.0,10.578464642758874
10904,115343,6.0,10.578044754218636
10905,115361,18.0,10.578725355341586
10906,115363,2.0,10.577938749312304
10907,115399,36.0,10.580269551664069
10908,115421,22.0,10.581316464979832
10909,115429,8.0,10.58107984233202
10910,115459,30.0,10.582859761686526
10911,115469,10.0,10.582806342223444
10912,115471,2.0,10.582019794721408
10913,115499,28.0,10.583615870979566
10914,115513,14.0,10.583928898662268
10915,115523,10.0,10.583875400824553
10916,115547,24.0,10.585104433858556
10917,115553,6.0,10.584684437116424
10918,115561,8.0,10.584447701044148
10919,115571,10.0,10.584394175290777
10920,115589,18.0,10.58507326007326
10921,115597,8.0,10.584836553429174
10922,115601,4.0,10.584233656839407
10923,115603,2.0,10.58344777075895
10924,115613,10.0,10.583394361039913
10925,115631,18.0,10.584073226544623
10926,115637,6.0,10.58365367014461
10927,115657,20.0,10.584515420517983
10928,115663,6.0,10.58409590043924
10929,115679,16.0,10.584591453929912
10930,115693,14.0,10.584903934126258
10931,115727,34.0,10.58704601591803
10932,115733,6.0,10.586626417855836
10933,115741,8.0,10.5863898289582
10934,115751,10.0,10.586336199012255
10935,115757,6.0,10.58591678097851
10936,115763,6.0,10.585497439648867
10937,115769,6.0,10.585078175002286
10938,115771,2.0,10.584293289449626
10939,115777,6.0,10.583874211536704
10940,115781,4.0,10.58327239488117
10941,115783,2.0,10.582487889589617
10942,115793,10.0,10.58243465545604
10943,115807,14.0,10.582746961527917
10944,115811,4.0,10.582145467836257
10945,115823,12.0,10.582275011420741
10946,115831,8.0,10.582039101041476
10947,115837,6.0,10.581620535306477
10948,115849,12.0,10.581750091340885
10949,115853,4.0,10.58114896337565
10950,115859,6.0,10.580730593607306
10951,115861,2.0,10.579947036800291
10952,115873,12.0,10.580076698319942
10953,115877,4.0,10.57947594266411
10954,115879,2.0,10.578692714989957
10955,115883,4.0,10.578092195344592
10956,115891,8.0,10.57785688207375
10957,115901,10.0,10.577804143469928
10958,115903,2.0,10.577021354261726
10959,115931,28.0,10.578611187152113
10960,115933,2.0,10.577828467153285
10961,115963,30.0,10.579600401423228
10962,115979,16.0,10.580094873198322
10963,115981,2.0,10.57931223205327
10964,115987,6.0,10.578894564027728
10965,116009,22.0,10.579936160510716
10966,116027,18.0,10.580612803209922
10967,116041,14.0,10.580924591957691
10968,116047,6.0,10.580506929248724
10969,116089,42.0,10.583371319172212
10970,116099,10.0,10.583318140382863
10971,116101,2.0,10.582535776137089
10972,116107,6.0,10.582118118847976
10973,116113,6.0,10.581700537683405
10974,116131,18.0,10.582376526334974
10975,116141,10.0,10.582323462414578
10976,116159,18.0,10.582999271137027
10977,116167,8.0,10.582763961009384
10978,116177,10.0,10.582710876298052
10979,116189,12.0,10.582839967210129
10980,116191,2.0,10.582058287795993
10981,116201,10.0,10.582005281850469
10982,116239,38.0,10.584501912219997
10983,116243,4.0,10.58390239460985
10984,116257,14.0,10.584213401310997
10985,116269,12.0,10.584342284934001
10986,116273,4.0,10.583742945567085
10987,116279,6.0,10.583325748611996
10988,116293,14.0,10.583636694575901
10989,116329,36.0,10.585949585949585
10990,116341,12.0,10.586078252957234
10991,116351,10.0,10.586024929487763
10992,116359,8.0,10.585789665211063
10993,116371,12.0,10.58591831165287
10994,116381,10.0,10.585865017282154
10995,116387,6.0,10.585447930877672
10996,116411,24.0,10.586667879228811
10997,116423,12.0,10.586796399017913
10998,116437,14.0,10.587106746681215
10999,116443,6.0,10.586689699063552
11000,116447,4.0,10.58609090909091
11001,116461,14.0,10.58640123625125
11002,116471,10.0,10.586347936738775
11003,116483,12.0,10.58647641552304
11004,116491,8.0,10.586241366775718
11005,116507,16.0,10.58673330304407
11006,116531,24.0,10.587952026167544
11007,116533,2.0,10.587171799763787
11008,116537,4.0,10.586573401162791
11009,116539,2.0,10.585793441729495
11010,116549,10.0,10.585740236148956
11011,116579,30.0,10.587503405685224
11012,116593,14.0,10.587813294587722
11013,116639,46.0,10.59102878416417
11014,116657,18.0,10.591701470855275
11015,116663,6.0,10.591284611892874
11016,116681,18.0,10.591957153231663
11017,116687,6.0,10.591540346736862
11018,116689,2.0,10.590760573606826
11019,116707,18.0,10.591432979399219
11020,116719,12.0,10.591560798548095
11021,116731,12.0,10.591688594501406
11022,116741,10.0,10.591634911994193
11023,116747,6.0,10.591218361607547
11024,116789,42.0,10.594067489114659
11025,116791,2.0,10.59328798185941
11026,116797,6.0,10.592871394884817
11027,116803,6.0,10.592454883467852
11028,116819,16.0,10.592945230322815
11029,116827,8.0,10.592710127844773
11030,116833,6.0,10.592293744333636
11031,116849,16.0,10.592783972441302
11032,116867,18.0,10.593455402465555
11033,116881,14.0,10.593764162059276
11034,116903,22.0,10.59479789740801
11035,116911,8.0,10.594562754870866
11036,116923,12.0,10.594690105110548
11037,116927,4.0,10.594092597626167
11038,116929,2.0,10.593314006160536
11039,116933,4.0,10.592716731588006
11040,116953,20.0,10.59356884057971
11041,116959,6.0,10.593152794130967
11042,116969,10.0,10.593099076254301
11043,116981,12.0,10.593226478312053
11044,116989,8.0,10.592991669684897
11045,116993,4.0,10.592394748755092
11046,117017,24.0,10.593608546080029
11047,117023,6.0,10.593192722005975
11048,117037,14.0,10.593501086169443
11049,117041,4.0,10.592904335233959
11050,117043,2.0,10.59212669683258
11051,117053,10.0,10.592073115555154
11052,117071,18.0,10.592743394860658
11053,117101,30.0,10.594499230978014
11054,117109,8.0,10.594264519630903
11055,117119,10.0,10.594210764360017
11056,117127,8.0,10.593976121562953
11057,117133,6.0,10.59356064031835
11058,117163,30.0,10.595315608609152
11059,117167,4.0,10.594719233203726
11060,117191,24.0,10.595931283905967
11061,117193,2.0,10.59515414519483
11062,117203,10.0,10.595100343518352
11063,117209,6.0,10.594684985989334
11064,117223,14.0,10.59499276934201
11065,117239,16.0,10.59548124717578
11066,117241,2.0,10.594704500271101
11067,117251,10.0,10.594650763531218
11068,117259,8.0,10.594416335381279
11069,117269,10.0,10.594362634384316
11070,117281,12.0,10.594489611562782
11071,117307,26.0,10.595881130882486
11072,117319,12.0,10.59600794797688
11073,117329,10.0,10.595954122640658
11074,117331,2.0,10.595177894166516
11075,117353,22.0,10.596207674943567
11076,117361,8.0,10.59597327555074
11077,117371,10.0,10.59591947278144
11078,117373,2.0,10.595143527712583
11079,117389,16.0,10.595631374672804
11080,117413,24.0,10.596841155234657
11081,117427,14.0,10.597148271816623
11082,117431,4.0,10.596552968778198
11083,117437,6.0,10.596138229721195
11084,117443,6.0,10.595723565499819
11085,117497,54.0,10.599639152007217
11086,117499,2.0,10.598863431354863
11087,117503,4.0,10.598268242085325
11088,117511,8.0,10.59803391053391
11089,117517,6.0,10.59761926233204
11090,117529,12.0,10.597745716862038
11091,117539,10.0,10.597691822198179
11092,117541,2.0,10.596916696718356
11093,117563,22.0,10.59794464977914
11094,117571,8.0,10.59771047413016
11095,117577,6.0,10.597296079315006
11096,117617,40.0,10.599945926459986
11097,117619,2.0,10.59917094710282
11098,117643,24.0,10.60037844656695
11099,117659,16.0,10.600864942787638
11100,117671,12.0,10.600990990990992
11101,117673,2.0,10.600216196739032
11102,117679,6.0,10.599801837506755
11103,117701,22.0,10.600828604881563
11104,117703,2.0,10.600054034582133
11105,117709,6.0,10.59963980189104
11106,117721,12.0,10.599765892310463
11107,117727,6.0,10.599351760151256
11108,117731,4.0,10.5987576521426
11109,117751,20.0,10.599603924745702
11110,117757,6.0,10.599189918991899
11111,117763,6.0,10.598775987759877
11112,117773,10.0,10.598722102231822
11113,117779,6.0,10.59830828759111
11114,117787,8.0,10.598074500629837
11115,117797,10.0,10.598020692757535
11116,117809,12.0,10.598146815401224
11117,117811,2.0,10.597373392102186
11118,117833,22.0,10.598398992624572
11119,117839,6.0,10.597985430344455
11120,117841,2.0,10.597212230215828
11121,117851,10.0,10.59715852890927
11122,117877,26.0,10.598543427441108
11123,117881,4.0,10.597950193293176
11124,117883,2.0,10.59717727436174
11125,117889,6.0,10.59676404494382
11126,117899,10.0,10.596710408053209
11127,117911,12.0,10.596836523771007
11128,117917,6.0,10.596423436376707
11129,117937,20.0,10.597268397879414
11130,117959,22.0,10.598292902066486
11131,117973,14.0,10.598598508669482
11132,117977,4.0,10.59800574919152
11133,117979,2.0,10.597233450103296
11134,117989,10.0,10.59717980959224
11135,117991,2.0,10.596407723394702
11136,118033,42.0,10.599227729885058
11137,118037,4.0,10.598635180030529
11138,118043,6.0,10.59822230202909
11139,118051,8.0,10.597989047490799
11140,118057,6.0,10.597576301615799
11141,118061,4.0,10.596984112736738
11142,118081,20.0,10.597828038054208
11143,118093,12.0,10.59795387238625
11144,118127,34.0,10.60005384063173
11145,118147,20.0,10.600897263346793
11146,118163,16.0,10.60138166158263
11147,118169,6.0,10.60096887054813
11148,118171,2.0,10.600197344815214
11149,118189,18.0,10.600861063772536
11150,118211,22.0,10.60188340807175
11151,118213,2.0,10.601112007891668
11152,118219,6.0,10.600699426111909
11153,118247,28.0,10.602259481753789
11154,118249,2.0,10.60148825533441
11155,118253,4.0,10.600896458987002
11156,118259,6.0,10.60048404446038
11157,118273,14.0,10.600788742493501
11158,118277,4.0,10.600197167951245
11159,118297,20.0,10.601039519670222
11160,118343,46.0,10.60421146953405
11161,118361,18.0,10.60487411522265
11162,118369,8.0,10.604640745386131
11163,118373,4.0,10.604049090746216
11164,118387,14.0,10.604353278394841
11165,118399,12.0,10.604478280340349
11166,118409,10.0,10.604424144725058
11167,118411,2.0,10.603653622279932
11168,118423,12.0,10.603778653295128
11169,118429,6.0,10.603366460739547
11170,118453,24.0,10.604565801253358
11171,118457,4.0,10.60397457702981
11172,118463,6.0,10.603562477622628
11173,118471,8.0,10.603329454936006
11174,118493,22.0,10.604349382495078
11175,118529,36.0,10.606621923937361
11176,118543,14.0,10.6069255547602
11177,118549,6.0,10.606513375682205
11178,118571,22.0,10.607532653426373
11179,118583,12.0,10.607657214419895
11180,118589,6.0,10.607245080500894
11181,118603,14.0,10.607548519810393
11182,118619,16.0,10.608030763727418
11183,118621,2.0,10.607261021192882
11184,118633,12.0,10.607385550786839
11185,118661,28.0,10.608940545373267
11186,118669,8.0,10.608707312712319
11187,118673,4.0,10.608116563868776
11188,118681,8.0,10.607883446549875
11189,118687,6.0,10.607471623916346
11190,118691,4.0,10.606881143878462
11191,118709,18.0,10.607541774640335
11192,118717,8.0,10.607308791994281
11193,118739,22.0,10.608326632716876
11194,118747,8.0,10.608093621582992
11195,118751,4.0,10.607503349709692
11196,118757,6.0,10.607091818506609
11197,118787,30.0,10.608823792087167
11198,118799,12.0,10.608948026433291
11199,118801,2.0,10.608179301723368
11200,118819,18.0,10.608839285714286
11201,118831,12.0,10.60896348540309
11202,118843,12.0,10.609087662917336
11203,118861,18.0,10.609747389092208
11204,118873,12.0,10.609871474473403
11205,118891,18.0,10.610531012940651
11206,118897,6.0,10.610119578797073
11207,118901,4.0,10.609529758186847
11208,118903,2.0,10.608761598857958
11209,118907,4.0,10.60817200463913
11210,118913,6.0,10.607760927743087
11211,118927,14.0,10.608063509053608
11212,118931,4.0,10.607474134855511
11213,118967,36.0,10.609738696156247
11214,118973,6.0,10.609327626181559
11215,119027,54.0,10.613196611680785
11216,119033,6.0,10.612785306704708
11217,119039,6.0,10.612374075064634
11218,119047,8.0,10.61214120164022
11219,119057,10.0,10.612086638737855
11220,119069,12.0,10.612210338680926
11221,119083,14.0,10.61251225380982
11222,119087,4.0,10.611923008376403
11223,119089,2.0,10.611155662478838
11224,119099,10.0,10.611101211689236
11225,119101,2.0,10.61033407572383
11226,119107,6.0,10.609923392125424
11227,119129,22.0,10.610937917520264
11228,119131,2.0,10.610171001068757
11229,119159,28.0,10.611719654466114
11230,119173,14.0,10.612021371326803
11231,119179,6.0,10.611610720327665
11232,119183,4.0,10.611022079772079
11233,119191,8.0,10.610789637674708
11234,119227,36.0,10.613049670642692
11235,119233,6.0,10.612639074321317
11236,119237,4.0,10.612050551797793
11237,119243,6.0,10.611640117469076
11238,119267,24.0,10.61283146467343
11239,119291,24.0,10.614022599875433
11240,119293,2.0,10.613256227758008
11241,119297,4.0,10.612667912107463
11242,119299,2.0,10.611901796833303
11243,119311,12.0,10.612025260161879
11244,119321,10.0,10.611970828886518
11245,119359,38.0,10.61440640284571
11246,119363,4.0,10.61381824648764
11247,119389,26.0,10.615186271894727
11248,119417,28.0,10.61673186344239
11249,119419,2.0,10.615965863632322
11250,119429,10.0,10.615911111111112
11251,119447,18.0,10.61656741622967
11252,119489,42.0,10.619356558833985
11253,119503,14.0,10.619656980360793
11254,119513,10.0,10.619601919317576
11255,119533,20.0,10.620435362061306
11256,119549,16.0,10.62091329068941
11257,119551,2.0,10.620147463800302
11258,119557,6.0,10.619737075857168
11259,119563,6.0,10.619326760813571
11260,119569,6.0,10.618916518650089
11261,119591,22.0,10.61992718231063
11262,119611,20.0,10.620760078138874
11263,119617,6.0,10.620349817988103
11264,119627,10.0,10.620294744318182
11265,119633,6.0,10.61988459831336
11266,119653,20.0,10.620717202201314
11267,119657,4.0,10.620129581965031
11268,119659,2.0,10.619364572239972
11269,119671,12.0,10.619487088472802
11270,119677,6.0,10.61907719609583
11271,119687,10.0,10.6190222695413
11272,119689,2.0,10.618257629524486
11273,119699,10.0,10.618202785416482
11274,119701,2.0,10.617438353734256
11275,119723,22.0,10.618447893569845
11276,119737,14.0,10.618747782901739
11277,119747,10.0,10.6186929147823
11278,119759,12.0,10.618815392800142
11279,119771,12.0,10.618937849100098
11280,119773,2.0,10.618173758865249
11281,119783,10.0,10.61811896108501
11282,119797,14.0,10.618418720085092
11283,119809,12.0,10.618541168129044
11284,119813,4.0,10.617954626019142
11285,119827,14.0,10.618254319893664
11286,119831,4.0,10.617667907141591
11287,119839,8.0,10.61743598830513
11288,119849,10.0,10.617381289865344
11289,119851,2.0,10.616617946673752
11290,119869,18.0,10.617271922054917
11291,119881,12.0,10.617394384908334
11292,119891,10.0,10.61733970952887
11293,119921,30.0,10.619056052421854
11294,119923,2.0,10.618292898884363
11295,119929,6.0,10.617884019477644
11296,119953,24.0,10.619068696883852
11297,119963,10.0,10.61901389749491
11298,119971,8.0,10.618782085324836
11299,119981,10.0,10.618727321001858
11300,119983,2.0,10.617964601769911
11301,119993,10.0,10.617909919476153
11302,120011,18.0,10.618563086179437
11303,120017,6.0,10.618154472264
11304,120041,24.0,10.619338287331917
11305,120047,6.0,10.61892967713401
11306,120049,2.0,10.618167344772687
11307,120067,18.0,10.618820199876183
11308,120077,10.0,10.618765475769367
11309,120079,2.0,10.618003360155628
11310,120091,12.0,10.618125552608312
11311,120097,6.0,10.617717266377863
11312,120103,6.0,10.617309052333805
11313,120121,18.0,10.617961637054716
11314,120157,36.0,10.620205055683224
11315,120163,6.0,10.619796730004419
11316,120167,4.0,10.619211735595616
11317,120181,14.0,10.619510470972873
11318,120193,12.0,10.61963244389468
11319,120199,6.0,10.619224313101864
11320,120209,10.0,10.61916961130742
11321,120223,14.0,10.619468244854694
11322,120233,10.0,10.619413531178237
11323,120247,14.0,10.619712090435398
11324,120277,30.0,10.621423525256093
11325,120283,6.0,10.621015452538632
11326,120293,10.0,10.620960621578668
11327,120299,6.0,10.620552661781584
11328,120319,20.0,10.621380649717514
11329,120331,12.0,10.621502339129668
11330,120349,18.0,10.622153574580759
11331,120371,22.0,10.623157708940075
11332,120383,12.0,10.623279209318744
11333,120391,8.0,10.623047736698139
11334,120397,6.0,10.622639844715017
11335,120401,4.0,10.622055580061756
11336,120413,12.0,10.622177134791814
11337,120427,14.0,10.62247508159125
11338,120431,4.0,10.621890986064562
11339,120473,42.0,10.624658259105741
11340,120503,30.0,10.62636684303351
11341,120511,8.0,10.62613526144079
11342,120539,28.0,10.627667078116735
11343,120551,12.0,10.627788063122631
11344,120557,6.0,10.62738011283498
11345,120563,6.0,10.626972234464521
11346,120569,6.0,10.626564427992244
11347,120577,8.0,10.62633295144091
11348,120587,10.0,10.626277758195277
11349,120607,20.0,10.627103709577936
11350,120619,12.0,10.627224669603525
11351,120623,4.0,10.626640824596953
11352,120641,18.0,10.6272903453136
11353,120647,6.0,10.626882762265481
11354,120661,14.0,10.627179848511538
11355,120671,10.0,10.627124614707178
11356,120677,6.0,10.626717153927439
11357,120689,12.0,10.626838073434886
11358,120691,2.0,10.626078534953336
11359,120709,18.0,10.626727704903601
11360,120713,4.0,10.626144366197183
11361,120721,8.0,10.625913211865154
11362,120737,16.0,10.626386199612744
11363,120739,2.0,10.625627035113967
11364,120749,10.0,10.625571981696586
11365,120763,14.0,10.625868895732513
11366,120767,4.0,10.625285940524371
11367,120779,12.0,10.625406879563648
11368,120811,32.0,10.62728712174525
11369,120817,6.0,10.626880112586859
11370,120823,6.0,10.626473175021987
11371,120829,6.0,10.626066309031748
11372,120833,4.0,10.625483644037988
11373,120847,14.0,10.625780356985844
11374,120851,4.0,10.625197819588536
11375,120863,12.0,10.625318681318682
11376,120871,8.0,10.625087904360056
11377,120877,6.0,10.624681374703348
11378,120889,12.0,10.624802249956055
11379,120899,10.0,10.624747341594166
11380,120907,8.0,10.624516695957821
11381,120917,10.0,10.624461822335471
11382,120919,2.0,10.623704094183799
11383,120929,10.0,10.62364930159009
11384,120937,8.0,10.623418833450456
11385,120941,4.0,10.622837066315327
11386,120943,2.0,10.622079747057791
11387,120947,4.0,10.621498199701414
11388,120977,30.0,10.623199859501229
11389,120997,20.0,10.624023180261656
11390,121001,4.0,10.623441615452151
11391,121007,6.0,10.62303572996225
11392,121013,6.0,10.622629915730338
11393,121019,6.0,10.622224172737646
11394,121021,2.0,10.621467439002984
11395,121039,18.0,10.62211496270294
11396,121061,22.0,10.623113373113373
11397,121063,2.0,10.622356760551023
11398,121067,4.0,10.621775750131603
11399,121081,14.0,10.622072111588736
11400,121123,42.0,10.624824561403509
11401,121139,16.0,10.625296026664328
11402,121151,12.0,10.625416593580074
11403,121157,6.0,10.625010962027536
11404,121169,12.0,10.62513153279551
11405,121171,2.0,10.624375274002631
11406,121181,10.0,10.62432053305278
11407,121189,8.0,10.624090470763566
11408,121229,40.0,10.626665497896214
11409,121259,30.0,10.628363572618108
11410,121267,8.0,10.628133216476774
11411,121271,4.0,10.6275523617562
11412,121283,12.0,10.627672625306694
11413,121291,8.0,10.627442390256725
11414,121309,18.0,10.628088312598564
11415,121313,4.0,10.627507665352606
11416,121321,8.0,10.627277505255782
11417,121327,6.0,10.626872208110711
11418,121333,6.0,10.62646698195831
11419,121343,10.0,10.626412120150626
11420,121349,6.0,10.62600700525394
11421,121351,2.0,10.625251729270643
11422,121357,6.0,10.624846786902468
11423,121367,10.0,10.624792086141994
11424,121369,2.0,10.624037114845938
11425,121379,10.0,10.62398249452954
11426,121403,24.0,10.62515315946088
11427,121421,18.0,10.625798547300255
11428,121439,18.0,10.62644382219111
11429,121441,2.0,10.625689036661125
11430,121447,6.0,10.625284339457568
11431,121453,6.0,10.624879713060974
11432,121469,16.0,10.62534989503149
11433,121487,18.0,10.6259949269658
11434,121493,6.0,10.625590344586321
11435,121501,8.0,10.625360734586796
11436,121507,6.0,10.624956278419027
11437,121523,16.0,10.625426248141995
11438,121531,8.0,10.625196712712013
11439,121547,16.0,10.625666579246438
11440,121553,6.0,10.625262237762238
11441,121559,6.0,10.62485796696093
11442,121571,12.0,10.624978150672959
11443,121577,6.0,10.624573975356112
11444,121579,2.0,10.623820342537574
11445,121591,12.0,10.623940585408475
11446,121607,16.0,10.624410274331645
11447,121609,2.0,10.623656853324015
11448,121621,12.0,10.623777078965759
11449,121631,10.0,10.6237225958599
11450,121633,2.0,10.622969432314411
11451,121637,4.0,10.622391057549558
11452,121661,24.0,10.623559203632553
11453,121687,26.0,10.624901772461364
11454,121697,10.0,10.624847214946744
11455,121711,14.0,10.625141859450022
11456,121721,10.0,10.625087290502794
11457,121727,6.0,10.62468359954613
11458,121763,36.0,10.626898237039622
11459,121787,24.0,10.628065276202111
11460,121789,2.0,10.627312390924956
11461,121843,54.0,10.631096762935172
11462,121853,10.0,10.63104170301867
11463,121867,14.0,10.63133560150048
11464,121883,16.0,10.631803907885555
11465,121889,6.0,10.63139991277802
11466,121909,20.0,10.632216989359847
11467,121921,12.0,10.632336269294496
11468,121931,10.0,10.63228113010115
11469,121937,6.0,10.63187723428372
11470,121949,12.0,10.631996512641674
11471,121951,2.0,10.631244006625403
11472,121963,12.0,10.631363319386331
11473,121967,4.0,10.63078532206049
11474,121993,26.0,10.63212480390448
11475,121997,4.0,10.631546840958606
11476,122011,14.0,10.631840362495643
11477,122021,10.0,10.631785309749935
11478,122027,6.0,10.631381773828194
11479,122029,2.0,10.630629845805384
11480,122033,4.0,10.630052264808363
11481,122039,6.0,10.629648985280028
11482,122041,2.0,10.628897404633339
11483,122051,10.0,10.628842636941565
11484,122053,2.0,10.628091257401602
11485,122069,16.0,10.628558989986939
11486,122081,12.0,10.628678391084799
11487,122099,18.0,10.62932010098372
11488,122117,18.0,10.629961699164346
11489,122131,14.0,10.630255026547133
11490,122147,16.0,10.630722367275892
11491,122149,2.0,10.62997128187277
11492,122167,18.0,10.630612600069613
11493,122173,6.0,10.630209692856521
11494,122201,28.0,10.631720897859752
11495,122203,2.0,10.630969986950848
11496,122207,4.0,10.630393180236604
11497,122209,2.0,10.62964251543881
11498,122219,10.0,10.629587754392068
11499,122231,12.0,10.629706931037482
11500,122251,20.0,10.630521739130435
11501,122263,12.0,10.630640813842275
11502,122267,4.0,10.630064336637107
11503,122273,6.0,10.629661827349388
11504,122279,6.0,10.629259388038943
11505,122299,20.0,10.630073880921339
11506,122321,22.0,10.63106205458022
11507,122323,2.0,10.630311984009733
11508,122327,4.0,10.629735835940215
11509,122347,20.0,10.630550004344427
11510,122363,16.0,10.631016507384883
11511,122387,24.0,10.632177916775259
11512,122389,2.0,10.631428075052119
11513,122393,4.0,10.630852080257101
11514,122399,6.0,10.630449887093972
11515,122401,2.0,10.629700390794616
11516,122443,42.0,10.632424452935046
11517,122449,6.0,10.632022228010767
11518,122453,4.0,10.631446431672165
11519,122471,18.0,10.632086118586683
11520,122477,6.0,10.631684027777778
11521,122489,12.0,10.631802794896277
11522,122497,8.0,10.631574379448013
11523,122501,4.0,10.630998871821575
11524,122503,2.0,10.630249913224574
11525,122509,6.0,10.629848156182213
11526,122527,18.0,10.630487593267395
11527,122533,6.0,10.630085885312743
11528,122557,24.0,10.631245662734212
11529,122561,4.0,10.6306704831295
11530,122579,18.0,10.631309627059844
11531,122597,18.0,10.631948660133553
11532,122599,2.0,10.631200138744363
11533,122609,10.0,10.631145408826844
11534,122611,2.0,10.630397086873591
11535,122651,40.0,10.632943216298223
11536,122653,2.0,10.632194868238557
11537,122663,10.0,10.63214007107567
11538,122693,30.0,10.633818686080776
11539,122701,8.0,10.633590432446486
11540,122719,18.0,10.634228769497401
11541,122741,22.0,10.635213586344337
11542,122743,2.0,10.634465430601283
11543,122753,10.0,10.634410465217014
11544,122761,8.0,10.634182259182259
11545,122777,16.0,10.63464703334777
11546,122789,12.0,10.63476528667937
11547,122819,30.0,10.636442365982507
11548,122827,8.0,10.63621406304122
11549,122833,6.0,10.63581262446965
11550,122839,6.0,10.635411255411256
11551,122849,10.0,10.63535624621245
11552,122861,12.0,10.635474376731302
11553,122867,6.0,10.635073141175452
11554,122869,2.0,10.634325774623507
