Index,Prime,Prime_Diff,Prime_Density
235,1483,2.0,6.31063829787234
236,1487,4.0,6.3008474576271185
237,1489,2.0,6.282700421940929
238,1493,4.0,6.273109243697479
239,1499,6.0,6.2719665271966525
240,1511,12.0,6.295833333333333
241,1523,12.0,6.319502074688796
242,1531,8.0,6.3264462809917354
243,1543,12.0,6.349794238683128
244,1549,6.0,6.348360655737705
245,1553,4.0,6.338775510204082
246,1559,6.0,6.337398373983739
247,1567,8.0,6.34412955465587
248,1571,4.0,6.334677419354839
249,1579,8.0,6.341365461847389
250,1583,4.0,6.332
251,1597,14.0,6.362549800796812
252,1601,4.0,6.353174603174603
253,1607,6.0,6.351778656126482
254,1609,2.0,6.334645669291339
255,1613,4.0,6.325490196078431
256,1619,6.0,6.32421875
257,1621,2.0,6.307392996108949
258,1627,6.0,6.3062015503875966
259,1637,10.0,6.32046332046332
260,1657,20.0,6.373076923076923
261,1663,6.0,6.371647509578544
262,1667,4.0,6.362595419847328
263,1669,2.0,6.346007604562738
264,1693,24.0,6.412878787878788
265,1697,4.0,6.40377358490566
266,1699,2.0,6.387218045112782
267,1709,10.0,6.400749063670412
268,1721,12.0,6.4216417910447765
269,1723,2.0,6.405204460966543
270,1733,10.0,6.4185185185185185
271,1741,8.0,6.424354243542435
272,1747,6.0,6.422794117647059
273,1753,6.0,6.4212454212454215
274,1759,6.0,6.41970802919708
275,1777,18.0,6.461818181818182
276,1783,6.0,6.4601449275362315
277,1787,4.0,6.451263537906137
278,1789,2.0,6.4352517985611515
279,1801,12.0,6.455197132616488
280,1811,10.0,6.4678571428571425
281,1823,12.0,6.487544483985765
282,1831,8.0,6.49290780141844
283,1847,16.0,6.5265017667844525
284,1861,14.0,6.552816901408451
285,1867,6.0,6.5508771929824565
286,1871,4.0,6.541958041958042
287,1873,2.0,6.526132404181185
288,1877,4.0,6.517361111111111
289,1879,2.0,6.501730103806229
290,1889,10.0,6.5137931034482754
291,1901,12.0,6.5326460481099655
292,1907,6.0,6.530821917808219
293,1913,6.0,6.5290102389078495
294,1931,18.0,6.568027210884353
295,1933,2.0,6.552542372881356
296,1949,16.0,6.58445945945946
297,1951,2.0,6.569023569023569
298,1973,22.0,6.620805369127517
299,1979,6.0,6.618729096989966
300,1987,8.0,6.623333333333333
301,1993,6.0,6.621262458471761
302,1997,4.0,6.612582781456954
303,1999,2.0,6.597359735973598
304,2003,4.0,6.588815789473684
305,2011,8.0,6.593442622950819
306,2017,6.0,6.591503267973856
307,2027,10.0,6.602605863192182
308,2029,2.0,6.587662337662338
309,2039,10.0,6.598705501618123
310,2053,14.0,6.622580645161291
311,2063,10.0,6.633440514469453
312,2069,6.0,6.631410256410256
313,2081,12.0,6.6485623003194885
314,2083,2.0,6.63375796178344
315,2087,4.0,6.625396825396826
316,2089,2.0,6.610759493670886
317,2099,10.0,6.621451104100946
318,2111,12.0,6.638364779874214
319,2113,2.0,6.623824451410658
320,2129,16.0,6.653125
321,2131,2.0,6.638629283489097
322,2137,6.0,6.636645962732919
323,2141,4.0,6.628482972136223
324,2143,2.0,6.614197530864198
325,2153,10.0,6.624615384615384
326,2161,8.0,6.628834355828221
327,2179,18.0,6.663608562691132
328,2203,24.0,6.716463414634147
329,2207,4.0,6.708206686930091
330,2213,6.0,6.706060606060606
331,2221,8.0,6.709969788519637
332,2237,16.0,6.7379518072289155
333,2239,2.0,6.723723723723723
334,2243,4.0,6.7155688622754495
335,2251,8.0,6.719402985074627
336,2267,16.0,6.747023809523809
337,2269,2.0,6.732937685459941
338,2273,4.0,6.724852071005917
339,2281,8.0,6.728613569321534
340,2287,6.0,6.726470588235294
341,2293,6.0,6.724340175953079
342,2297,4.0,6.716374269005848
343,2309,12.0,6.7317784256559765
344,2311,2.0,6.718023255813954
345,2333,22.0,6.76231884057971
346,2339,6.0,6.7601156069364166
347,2341,2.0,6.746397694524496
348,2347,6.0,6.744252873563219
349,2351,4.0,6.736389684813753
350,2357,6.0,6.734285714285714
351,2371,14.0,6.754985754985755
352,2377,6.0,6.752840909090909
353,2381,4.0,6.745042492917847
354,2383,2.0,6.731638418079096
355,2389,6.0,6.729577464788733
356,2393,4.0,6.72191011235955
357,2399,6.0,6.719887955182073
358,2411,12.0,6.73463687150838
359,2417,6.0,6.7325905292479105
360,2423,6.0,6.730555555555555
361,2437,14.0,6.750692520775623
362,2441,4.0,6.7430939226519335
363,2447,6.0,6.741046831955923
364,2459,12.0,6.7554945054945055
365,2467,8.0,6.758904109589041
366,2473,6.0,6.756830601092896
367,2477,4.0,6.7493188010899186
368,2503,26.0,6.801630434782608
369,2521,18.0,6.831978319783198
370,2531,10.0,6.84054054054054
371,2539,8.0,6.84366576819407
372,2543,4.0,6.836021505376344
373,2549,6.0,6.833780160857909
374,2551,2.0,6.820855614973262
375,2557,6.0,6.818666666666667
376,2579,22.0,6.85904255319149
377,2591,12.0,6.872679045092839
378,2593,2.0,6.85978835978836
379,2609,16.0,6.883905013192612
380,2617,8.0,6.886842105263158
381,2621,4.0,6.879265091863517
382,2633,12.0,6.892670157068062
383,2647,14.0,6.911227154046998
384,2657,10.0,6.919270833333333
385,2659,2.0,6.906493506493507
386,2663,4.0,6.898963730569948
387,2671,8.0,6.901808785529716
388,2677,6.0,6.899484536082475
389,2683,6.0,6.897172236503856
390,2687,4.0,6.88974358974359
391,2689,2.0,6.877237851662404
392,2693,4.0,6.869897959183674
393,2699,6.0,6.867684478371501
394,2707,8.0,6.870558375634518
395,2711,4.0,6.8632911392405065
396,2713,2.0,6.851010101010101
397,2719,6.0,6.848866498740554
398,2729,10.0,6.85678391959799
399,2731,2.0,6.844611528822055
400,2741,10.0,6.8525
401,2749,8.0,6.855361596009975
402,2753,4.0,6.848258706467662
403,2767,14.0,6.866004962779156
404,2777,10.0,6.873762376237623
405,2789,12.0,6.88641975308642
406,2791,2.0,6.874384236453202
407,2797,6.0,6.872235872235872
408,2801,4.0,6.865196078431373
409,2803,2.0,6.853300733496333
410,2819,16.0,6.875609756097561
411,2833,14.0,6.89294403892944
412,2837,4.0,6.885922330097087
413,2843,6.0,6.883777239709443
414,2851,8.0,6.886473429951691
415,2857,6.0,6.88433734939759
416,2861,4.0,6.877403846153846
417,2879,18.0,6.904076738609112
418,2887,8.0,6.9066985645933014
419,2897,10.0,6.914081145584726
420,2903,6.0,6.911904761904762
421,2909,6.0,6.909738717339668
422,2917,8.0,6.912322274881516
423,2927,10.0,6.919621749408983
424,2939,12.0,6.931603773584905
425,2953,14.0,6.948235294117647
426,2957,4.0,6.94131455399061
427,2963,6.0,6.939110070257612
428,2969,6.0,6.936915887850467
429,2971,2.0,6.925407925407925
430,2999,28.0,6.974418604651163
431,3001,2.0,6.962877030162413
432,3011,10.0,6.969907407407407
433,3019,8.0,6.972286374133949
434,3023,4.0,6.965437788018433
435,3037,14.0,6.9816091954022985
436,3041,4.0,6.974770642201835
437,3049,8.0,6.977116704805492
438,3061,12.0,6.988584474885845
439,3067,6.0,6.9863325740318905
440,3079,12.0,6.997727272727273
441,3083,4.0,6.99092970521542
442,3089,6.0,6.98868778280543
443,3109,20.0,7.018058690744921
444,3119,10.0,7.024774774774775
445,3121,2.0,7.013483146067416
446,3137,16.0,7.033632286995516
447,3163,26.0,7.076062639821029
448,3167,4.0,7.069196428571429
449,3169,2.0,7.057906458797327
450,3181,12.0,7.068888888888889
451,3187,6.0,7.066518847006652
452,3191,4.0,7.0597345132743365
453,3203,12.0,7.070640176600442
454,3209,6.0,7.068281938325991
455,3217,8.0,7.07032967032967
456,3221,4.0,7.06359649122807
457,3229,8.0,7.065645514223195
458,3251,22.0,7.098253275109171
459,3253,2.0,7.087145969498911
460,3257,4.0,7.0804347826086955
461,3259,2.0,7.06941431670282
462,3271,12.0,7.08008658008658
463,3299,28.0,7.125269978401728
464,3301,2.0,7.114224137931035
465,3307,6.0,7.111827956989248
466,3313,6.0,7.109442060085837
467,3319,6.0,7.107066381156317
468,3323,4.0,7.10042735042735
469,3329,6.0,7.098081023454157
470,3331,2.0,7.087234042553192
471,3343,12.0,7.097664543524417
472,3347,4.0,7.091101694915254
473,3359,12.0,7.101479915433404
474,3361,2.0,7.090717299578059
475,3371,10.0,7.096842105263158
476,3373,2.0,7.086134453781512
477,3389,16.0,7.10482180293501
478,3391,2.0,7.094142259414226
479,3407,16.0,7.112734864300626
480,3413,6.0,7.110416666666667
481,3433,20.0,7.137214137214137
482,3449,16.0,7.155601659751038
483,3457,8.0,7.157349896480331
484,3461,4.0,7.150826446280992
485,3463,2.0,7.140206185567011
486,3467,4.0,7.133744855967078
487,3469,2.0,7.123203285420945
488,3491,22.0,7.153688524590164
489,3499,8.0,7.155419222903886
490,3511,12.0,7.16530612244898
491,3517,6.0,7.1629327902240325
492,3527,10.0,7.16869918699187
493,3529,2.0,7.158215010141988
494,3533,4.0,7.151821862348178
495,3539,6.0,7.149494949494949
496,3541,2.0,7.139112903225806
497,3547,6.0,7.1368209255533195
498,3557,10.0,7.142570281124498
499,3559,2.0,7.132264529058117
500,3571,12.0,7.142
501,3581,10.0,7.147704590818363
502,3583,2.0,7.137450199203188
503,3593,10.0,7.143141153081511
504,3607,14.0,7.156746031746032
505,3613,6.0,7.154455445544555
506,3617,4.0,7.148221343873518
507,3623,6.0,7.145956607495069
508,3631,8.0,7.147637795275591
509,3637,6.0,7.145383104125736
510,3643,6.0,7.143137254901961
511,3659,16.0,7.160469667318982
512,3671,12.0,7.169921875
513,3673,2.0,7.159844054580897
514,3677,4.0,7.153696498054475
515,3691,14.0,7.1669902912621355
516,3697,6.0,7.1647286821705425
517,3701,4.0,7.158607350096712
518,3709,8.0,7.16023166023166
519,3719,10.0,7.165703275529865
520,3727,8.0,7.167307692307692
521,3733,6.0,7.165067178502879
522,3739,6.0,7.162835249042145
523,3761,22.0,7.191204588910134
524,3767,6.0,7.188931297709924
525,3769,2.0,7.179047619047619
526,3779,10.0,7.184410646387833
527,3793,14.0,7.197343453510436
528,3797,4.0,7.191287878787879
529,3803,6.0,7.189035916824197
530,3821,18.0,7.209433962264151
531,3823,2.0,7.199623352165725
532,3833,10.0,7.204887218045113
533,3847,14.0,7.217636022514071
534,3851,4.0,7.211610486891386
535,3853,2.0,7.201869158878504
536,3863,10.0,7.207089552238806
537,3877,14.0,7.219739292364991
538,3881,4.0,7.213754646840148
539,3889,8.0,7.215213358070501
540,3907,18.0,7.235185185185185
541,3911,4.0,7.22920517560074
542,3917,6.0,7.226937269372693
543,3919,2.0,7.21731123388582
544,3923,4.0,7.211397058823529
545,3929,6.0,7.209174311926605
546,3931,2.0,7.1996336996337
547,3943,12.0,7.208409506398538
548,3947,4.0,7.202554744525547
549,3967,20.0,7.225865209471767
550,3989,22.0,7.252727272727273
551,4001,12.0,7.261343012704174
552,4003,2.0,7.2518115942028984
553,4007,4.0,7.245931283905968
554,4013,6.0,7.243682310469314
555,4019,6.0,7.241441441441442
556,4021,2.0,7.232014388489208
557,4027,6.0,7.229802513464991
558,4049,22.0,7.256272401433692
559,4051,2.0,7.246869409660107
560,4057,6.0,7.244642857142857
561,4073,16.0,7.260249554367201
562,4079,6.0,7.258007117437723
563,4091,12.0,7.266429840142096
564,4093,2.0,7.25709219858156
565,4099,6.0,7.254867256637168
566,4111,12.0,7.263250883392226
567,4127,16.0,7.278659611992945
568,4129,2.0,7.269366197183099
569,4133,4.0,7.263620386643233
570,4139,6.0,7.26140350877193
571,4153,14.0,7.273204903677758
572,4157,4.0,7.2674825174825175
573,4159,2.0,7.2582897033158815
574,4177,18.0,7.2770034843205575
575,4201,24.0,7.306086956521739
576,4211,10.0,7.310763888888889
577,4217,6.0,7.308492201039861
578,4219,2.0,7.299307958477509
579,4229,10.0,7.303972366148532
580,4231,2.0,7.294827586206897
581,4241,10.0,7.299483648881239
582,4243,2.0,7.290378006872852
583,4253,10.0,7.295025728987993
584,4259,6.0,7.292808219178082
585,4261,2.0,7.283760683760684
586,4271,10.0,7.28839590443686
587,4273,2.0,7.2793867120954
588,4283,10.0,7.284013605442177
589,4289,6.0,7.281833616298812
590,4297,8.0,7.283050847457627
591,4327,30.0,7.321489001692047
592,4337,10.0,7.326013513513513
593,4339,2.0,7.317032040472175
594,4349,10.0,7.321548821548822
595,4357,8.0,7.322689075630252
596,4363,6.0,7.320469798657718
597,4373,10.0,7.324958123953099
598,4391,18.0,7.342809364548495
599,4397,6.0,7.340567612687813
600,4409,12.0,7.348333333333334
601,4421,12.0,7.356073211314476
602,4423,2.0,7.347176079734219
603,4441,18.0,7.364842454394693
604,4447,6.0,7.362582781456954
605,4451,4.0,7.35702479338843
606,4457,6.0,7.354785478547854
607,4463,6.0,7.352553542009884
608,4481,18.0,7.370065789473684
609,4483,2.0,7.361247947454844
610,4493,10.0,7.365573770491803
611,4507,14.0,7.376432078559738
612,4513,6.0,7.374183006535947
613,4517,4.0,7.368678629690049
614,4519,2.0,7.359934853420196
615,4523,4.0,7.354471544715447
616,4547,24.0,7.3814935064935066
617,4549,2.0,7.372771474878444
618,4561,12.0,7.380258899676376
619,4567,6.0,7.378029079159935
620,4583,16.0,7.391935483870967
621,4591,8.0,7.392914653784219
622,4597,6.0,7.390675241157556
623,4603,6.0,7.388443017656501
624,4621,18.0,7.405448717948718
625,4637,16.0,7.4192
626,4639,2.0,7.4105431309904155
627,4643,4.0,7.405103668261563
628,4649,6.0,7.4028662420382165
629,4651,2.0,7.394276629570747
630,4657,6.0,7.3920634920634924
631,4663,6.0,7.38985736925515
632,4673,10.0,7.393987341772152
633,4679,6.0,7.391785150078989
634,4691,12.0,7.399053627760252
635,4703,12.0,7.406299212598425
636,4721,18.0,7.422955974842767
637,4723,2.0,7.414442700156986
638,4729,6.0,7.412225705329154
639,4733,4.0,7.406885758998435
640,4751,18.0,7.4234375
641,4759,8.0,7.4243369734789395
642,4783,24.0,7.450155763239875
643,4787,4.0,7.444790046656299
644,4789,2.0,7.436335403726708
645,4793,4.0,7.431007751937985
646,4799,6.0,7.428792569659443
647,4801,2.0,7.420401854714065
648,4813,12.0,7.427469135802469
649,4817,4.0,7.422187981510016
650,4831,14.0,7.432307692307693
651,4861,30.0,7.466973886328725
652,4871,10.0,7.470858895705521
653,4877,6.0,7.468606431852987
654,4889,12.0,7.4755351681957185
655,4903,14.0,7.485496183206107
656,4909,6.0,7.483231707317073
657,4919,10.0,7.487062404870624
658,4931,12.0,7.493920972644377
659,4933,2.0,7.485584218512899
660,4937,4.0,7.4803030303030305
661,4943,6.0,7.478063540090772
662,4951,8.0,7.478851963746224
663,4957,6.0,7.4766214177978885
664,4967,10.0,7.480421686746988
665,4969,2.0,7.472180451127819
666,4973,4.0,7.466966966966967
667,4987,14.0,7.4767616191904045
668,4993,6.0,7.474550898203593
669,4999,6.0,7.472346786248131
670,5003,4.0,7.467164179104477
671,5009,6.0,7.464977645305514
672,5011,2.0,7.456845238095238
673,5021,10.0,7.460624071322437
674,5023,2.0,7.4525222551928785
675,5039,16.0,7.465185185185185
676,5051,12.0,7.47189349112426
677,5059,8.0,7.472673559822748
678,5077,18.0,7.488200589970502
679,5081,4.0,7.483063328424153
680,5087,6.0,7.480882352941176
681,5099,12.0,7.487518355359765
682,5101,2.0,7.479472140762463
683,5107,6.0,7.477306002928258
684,5113,6.0,7.4751461988304095
685,5119,6.0,7.472992700729927
686,5147,28.0,7.502915451895044
687,5153,6.0,7.500727802037845
688,5167,14.0,7.5101744186046515
689,5171,4.0,7.505079825834543
690,5179,8.0,7.505797101449275
691,5189,10.0,7.509406657018813
692,5197,8.0,7.5101156069364166
693,5209,12.0,7.516594516594517
694,5227,18.0,7.531700288184438
695,5231,4.0,7.526618705035971
696,5233,2.0,7.51867816091954
697,5237,4.0,7.513629842180775
698,5261,24.0,7.537249283667622
699,5273,12.0,7.543633762517882
700,5279,6.0,7.541428571428572
701,5281,2.0,7.533523537803139
702,5297,16.0,7.545584045584046
703,5303,6.0,7.543385490753912
704,5309,6.0,7.541193181818182
705,5323,14.0,7.550354609929078
706,5333,10.0,7.553824362606233
707,5347,14.0,7.562942008486563
708,5351,4.0,7.557909604519774
709,5381,30.0,7.589562764456982
710,5387,6.0,7.587323943661972
711,5393,6.0,7.585091420534458
712,5399,6.0,7.582865168539326
713,5407,8.0,7.583450210378682
714,5413,6.0,7.581232492997199
715,5417,4.0,7.5762237762237765
716,5419,2.0,7.568435754189944
717,5431,12.0,7.574616457461646
718,5437,6.0,7.572423398328691
719,5441,4.0,7.567454798331015
720,5443,2.0,7.559722222222222
721,5449,6.0,7.55755894590846
722,5471,22.0,7.577562326869806
723,5477,6.0,7.5753803596127245
724,5479,2.0,7.56767955801105
725,5483,4.0,7.562758620689655
726,5501,18.0,7.577134986225896
727,5503,2.0,7.569463548830812
728,5507,4.0,7.56456043956044
729,5519,12.0,7.570644718792867
730,5521,2.0,7.563013698630137
731,5527,6.0,7.560875512995896
732,5531,4.0,7.556010928961749
733,5557,26.0,7.581173260572988
734,5563,6.0,7.579019073569483
735,5569,6.0,7.57687074829932
736,5573,4.0,7.572010869565218
737,5581,8.0,7.5725915875169605
738,5591,10.0,7.575880758807588
739,5623,32.0,7.60893098782138
740,5639,16.0,7.620270270270271
741,5641,2.0,7.612685560053981
742,5647,6.0,7.610512129380054
743,5651,4.0,7.6056527590847915
744,5653,2.0,7.598118279569892
745,5657,4.0,7.593288590604027
746,5659,2.0,7.585790884718499
747,5669,10.0,7.589022757697457
748,5683,14.0,7.597593582887701
749,5689,6.0,7.595460614152203
750,5693,4.0,7.5906666666666665
751,5701,8.0,7.5912117177097205
752,5711,10.0,7.594414893617022
753,5717,6.0,7.5922974767596285
754,5737,20.0,7.608753315649867
755,5741,4.0,7.603973509933775
756,5743,2.0,7.5965608465608465
757,5749,6.0,7.59445178335535
758,5779,30.0,7.624010554089709
759,5783,4.0,7.619235836627141
760,5791,8.0,7.619736842105263
761,5801,10.0,7.622864651773981
762,5807,6.0,7.620734908136483
763,5813,6.0,7.618610747051114
764,5821,8.0,7.619109947643979
765,5827,6.0,7.616993464052287
766,5839,12.0,7.622715404699739
767,5843,4.0,7.617992177314211
768,5849,6.0,7.615885416666667
769,5851,2.0,7.608582574772432
770,5857,6.0,7.606493506493506
771,5861,4.0,7.6018158236057065
772,5867,6.0,7.599740932642487
773,5869,2.0,7.592496765847348
774,5879,10.0,7.595607235142118
775,5881,2.0,7.588387096774194
776,5897,16.0,7.599226804123711
777,5903,6.0,7.597168597168597
778,5923,20.0,7.613110539845758
779,5927,4.0,7.608472400513479
780,5939,12.0,7.614102564102564
781,5953,14.0,7.622279129321383
782,5981,28.0,7.648337595907928
783,5987,6.0,7.646232439335888
784,6007,20.0,7.661989795918367
785,6011,4.0,7.657324840764331
786,6029,18.0,7.6704834605597965
787,6037,8.0,7.670902160101652
788,6043,6.0,7.668781725888325
789,6047,4.0,7.664131812420786
790,6053,6.0,7.662025316455696
791,6067,14.0,7.670037926675095
792,6073,6.0,7.667929292929293
793,6079,6.0,7.665825977301387
794,6089,10.0,7.668765743073048
795,6091,2.0,7.6616352201257865
796,6101,10.0,7.664572864321608
797,6113,12.0,7.670012547051443
798,6121,8.0,7.670426065162907
799,6131,10.0,7.673341677096371
800,6133,2.0,7.66625
801,6143,10.0,7.66916354556804
802,6151,8.0,7.669576059850374
803,6163,12.0,7.674968866749689
804,6173,10.0,7.6778606965174125
805,6197,24.0,7.698136645962733
806,6199,2.0,7.69106699751861
807,6203,4.0,7.686493184634449
808,6211,8.0,7.686881188118812
809,6217,6.0,7.684796044499382
810,6221,4.0,7.6802469135802465
811,6229,8.0,7.680641183723798
812,6247,18.0,7.693349753694581
813,6257,10.0,7.696186961869619
814,6263,6.0,7.694103194103194
815,6269,6.0,7.6920245398773
816,6271,2.0,7.685049019607843
817,6277,6.0,7.682986536107711
818,6287,10.0,7.685819070904645
819,6299,12.0,7.691086691086691
820,6301,2.0,7.684146341463415
821,6311,10.0,7.686967113276492
822,6317,6.0,7.684914841849149
823,6323,6.0,7.682867557715674
824,6329,6.0,7.680825242718447
825,6337,8.0,7.681212121212122
826,6343,6.0,7.6791767554479415
827,6353,10.0,7.6819830713422
828,6359,6.0,7.679951690821256
829,6361,2.0,7.673100120627262
